date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2017-10-24,35.31,35.36,34.81,34.86,52235811,52235811,-0.39,-1.106,34.9448,"Oct 24, 17",-0.17236467236467232
2017-10-25,34.26,34.35,33.33,33.4854,91195287,91195287,-1.3746,-3.943,33.6384,"Oct 25, 17",-0.205
2017-10-26,33.75,33.89,33.6,33.68,45121512,45121512,0.1946,0.581,33.7412,"Oct 26, 17",-0.20037986704653368
2017-10-27,33.68,34.02,33.54,33.97,52317302,52317302,0.29,0.861,33.8832,"Oct 27, 17",-0.19349477682811014
2017-10-30,34.02,34.33,33.39,33.54,51695635,51695635,-0.43,-1.266,33.7349,"Oct 30, 17",-0.20370370370370366
2017-10-31,33.64,33.84,33.43,33.65,36376366,36376366,0.11,0.328,33.659,"Oct 31, 17",-0.2010921177587844
2017-11-01,33.86,33.94,33.29,33.55,37844704,37844704,-0.1,-0.297,33.4841,"Nov 1, 17",-0.20346628679962014
2017-11-02,33.57,34.424,32.93,33.17,72968207,72968207,-0.38,-1.133,33.3335,"Nov 2, 17",-0.21248812915479573
2017-11-03,33.34,33.39,32.95,33.3,40239320,40239320,0.13,0.392,33.2068,"Nov 3, 17",-0.20940170940170943
2017-11-06,33.07,33.08,32.55,32.86,47747017,47747017,-0.44,-1.321,32.7478,"Nov 6, 17",-0.21984805318138648
2017-11-07,32.83,33.12,32.7143,33.07,30060967,30060967,0.21,0.639,32.9707,"Nov 7, 17",-0.21486229819563146
2017-11-08,32.85,33.5,32.78,33.44,87599244,87599244,0.37,1.119,33.1338,"Nov 8, 17",-0.20607787274453943
2017-11-09,33.43,34.453,33.35,34,69643996,69643996,0.56,1.675,33.9393,"Nov 9, 17",-0.1927825261158594
2017-11-10,34.17,34.48,34.1,34.22,57476582,57476582,0.22,0.647,34.2232,"Nov 10, 17",-0.18755935422602088
2017-11-13,34.28,34.36,34.14,34.17,28861756,28861756,-0.05,-0.146,34.2327,"Nov 13, 17",-0.18874643874643865
2017-11-14,34.19,34.2,33.58,33.72,30261233,30261233,-0.45,-1.317,33.8283,"Nov 14, 17",-0.1994301994301994
2017-11-15,34.02,34.2,33.65,33.81,32882313,32882313,0.09,0.267,33.8857,"Nov 15, 17",-0.1972934472934472
2017-11-16,33.86,34.66,33.81,34.52,39966218,39966218,0.71,2.1,34.3276,"Nov 16, 17",-0.18043684710351365
2017-11-17,34.43,34.88,34.35,34.51,36967216,36967216,-0.01,-0.029,34.6212,"Nov 17, 17",-0.18067426400759734
2017-11-20,34.55,34.9,34.44,34.64,31264652,31264652,0.13,0.377,34.6376,Nov 20,-0.17758784425451085
2017-11-21,34.6,34.75,34.29,34.33,35417001,35417001,-0.31,-0.895,34.4853,Nov 21,-0.1849477682811016
2017-11-22,34.28,34.91,34.2,34.87,26453909,26453909,0.54,1.573,34.7361,Nov 22,-0.1721272554605888
2017-11-24,34.87,34.95,34.74,34.81,9203078,9203078,-0.06,-0.172,34.8426,Nov 24,-0.1735517568850901
2017-11-27,34.84,35.01,34.55,34.68,26793427,26793427,-0.13,-0.373,34.735,Nov 27,-0.1766381766381766
2017-11-28,34.56,35.54,34.56,35.42,34450425,34450425,0.74,2.134,35.127,Nov 28,-0.1590693257359923
2017-11-29,35.48,36.55,35.41,36.48,53178129,53178129,1.06,2.993,36.2847,Nov 29,-0.13390313390313394
2017-11-30,36.5,36.9,36.025,36.38,49831258,49831258,-0.1,-0.274,36.4722,Nov 30,-0.1362773029439695
2017-12-01,36.35,36.75,35.925,36.5,31437115,31437115,0.12,0.33,36.4014,Dec 1,-0.1334283000949667
2017-12-04,36.795,37.54,36.75,37.27,40482422,40482422,0.77,2.11,37.3336,Dec 4,-0.11514719848053169
2017-12-05,37.2,37.29,36.52,36.55,33055388,33055388,-0.72,-1.932,36.7891,Dec 5,-0.13224121557454893
2017-12-06,36.41,36.45,36.025,36.11,31172158,31172158,-0.44,-1.204,36.1714,Dec 6,-0.14268755935422597
2017-12-07,36.13,36.4,35.81,36.17,24529301,24529301,0.06,0.166,36.232,Dec 7,-0.14126305792972452
2017-12-08,36.16,36.75,36.15,36.73,25507428,25507428,0.56,1.548,36.5133,Dec 8,-0.12796771130104465
2017-12-11,36.65,36.94,36.52,36.9,23666709,23666709,0.17,0.463,36.7668,Dec 11,-0.12393162393162391
2017-12-12,37.03,38.17,36.98,38.1,46399912,46399912,1.2,3.252,37.7946,Dec 12,-0.09544159544159535
2017-12-13,38.01,38.19,37.37,38.04,39671434,39671434,-0.06,-0.157,37.88,Dec 13,-0.09686609686609683
2017-12-14,37.835,38.1556,37.68,37.74,34286518,34286518,-0.3,-0.789,37.8561,Dec 14,-0.10398860398860389
2017-12-15,38.08,38.29,37.93,38.24,46808578,46808578,0.5,1.325,38.191,Dec 15,-0.09211775878442535
2017-12-18,38.51,38.89,38.385,38.46,31497249,31497249,0.22,0.575,38.5472,Dec 18,-0.08689458689458682
